customer_first_name,customer_last_name,order_id,loyalty_level_name,loyalty_level,payment_method,payment_date,store_street_address,store_state,store_zipcode,store_phone,shipment_status,delivery_date,shipment_date,shipment_zipcode,payment_total,invoice_date,representative_phone,representative_email,representative_first_name,representative_last_name,supplier_name,supplier_start_date,supplier_location_state,supplier_location_street,department_name,product_type,product_quantity,unit_price,quantity_in_order,time_of_day,promotion_name,promotion_response,birth_year,Education,marital_status,Income,numberof_children,enrollment_date,Complain,Response,deals
Muhammed,Macintyre,65,Bronze,3,check,2/2/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/6/2022,2/5/2022,60625,181,2/7/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Produce,Meats,69752,5.67,40,Dinner,Campaign 4,0,1948,Graduation,Together,70666,0,6/12/2013,0,1,3
Doug,Bickford,66,Bronze,3,debit card,3/6/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/10/2022,3/9/2022,90020,77,3/11/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Produce,Fish,69000,10.99,13,Snack,Campaign 5,1,1971,Graduation,Married,25721,1,21-05-2013,0,0,3
Beth,Thompson,67,Bronze,3,debit card,7/16/2022,7930 SW 104th St,FL,33156,305-969-5800,Out For Delivery,NULL,7/19/2022,33170,166,7/21/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Beverage,Wine,68942,15.69,39,Lunch,Campaign 1,0,1967,Graduation,Together,32474,2,11/5/2014,0,0,0
Dorothy,Badders,68,Bronze,3,debit card,2/4/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/8/2022,2/7/2022,33170,400,2/9/2022,331-988-6536,Nichole.Olsen@yahoo.com,Nichole,Olsen,Rainbow Farms,10/26/2014,TX,251 Lost Oak,Produce,Fish,69000,10.99,33,Dinner,Campaign 5,1,1979,2n Cycle,Single,88194,1,19-03-2014,0,0,4
Julia,West,69,Bronze,3,venmo,6/13/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/17/2022,6/16/2022,33170,344,6/18/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Non Perishables,Sweet,68059,3.89,43,Breakfast,Campaign 5,0,1958,Graduation,Together,69096,1,27-09-2013,0,0,2
Brad,Eason,70,Bronze,3,credit card,5/24/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/28/2022,5/27/2022,33170,431,5/29/2022,665-662-7472,Kimberley.Sharpe@mail.com,Kimberley,Sharpe,Green Family Farm,4/20/2015,NY,3275 Cold Springs Road,Produce,Meats,69752,5.67,45,Breakfast,Campaign 5,0,1970,Graduation,Together,74854,3,8/4/2013,0,0,3
Thomas,Seio,71,Bronze,3,credit card,3/23/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/27/2022,3/26/2022,76110,283,3/28/2022,420-956-9711,Evelyn.Kelly@outlook.com,Evelyn,Kelly,Ridge View Farm,8/7/2014,ME,1628 Alna Road,Produce,Fruits,68931,8.99,36,Lunch,Campaign 3,0,1954,Master,Married,66991,0,11/9/2012,0,0,3
Monica,Federle,72,Bronze,3,check,5/26/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/30/2022,5/29/2022,33170,421,5/31/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Non Perishables,Sweet,68059,3.89,20,Drink,Campaign 4,1,1973,2n Cycle,Married,,1,14-09-2012,0,0,2
Frank,Price,73,Bronze,3,credit card,5/11/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/15/2022,5/14/2022,33170,198,5/16/2022,515-133-7291,Marah.Lara@inbox.com,Marah,Lara,"Alpaca Pastures of Virginia, Inc",3/22/2015,NH,829 Piper Hill Road,Produce,Fish,69000,10.99,49,Snack,Campaign 5,0,1959,Graduation,Married,65031,1,17-03-2013,0,0,2
Nicole,Hansen,74,Silver,2,check,1/31/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/4/2022,2/3/2022,33170,84,2/5/2022,420-956-9711,Evelyn.Kelly@outlook.com,Evelyn,Kelly,Ridge View Farm,8/7/2014,ME,1628 Alna Road,Produce,Fish,69000,10.99,23,Snack,Campaign 3,1,1975,PhD,Married,60631,2,5/4/2013,0,0,3
Nicole,Hansen,75,Silver,2,debit card,6/17/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/21/2022,6/20/2022,76110,205,6/22/2022,474-117-4947,Ainsley.Mathis@outlook.com,Ainsley,Mathis,Ridgeview Farm,7/27/2014,WI,7020 Plover Rd (Hwy. 54 E),Non Perishables,Sweet,68059,3.89,18,Drink,Campaign 2,0,1952,Graduation,Married,28332,0,30-04-2014,0,0,3
Carlos,Soltero,76,Bronze,3,cash,5/21/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/25/2022,5/24/2022,33170,418,5/26/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Beverage,Wine,68942,15.69,16,Dinner,Campaign 5,0,1977,Graduation,Divorced,40246,1,19-12-2012,0,0,2
Don,Miller,77,Bronze,3,cash,4/7/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/11/2022,4/10/2022,76110,122,4/12/2022,331-988-6536,Nichole.Olsen@yahoo.com,Nichole,Olsen,Rainbow Farms,10/26/2014,TX,251 Lost Oak,Produce,Fruits,68931,8.99,44,Lunch,Campaign 3,1,1972,Master,Married,75251,0,27-08-2012,0,0,1
Becky,Castell,78,Gold,1,check,4/26/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/30/2022,4/29/2022,33170,285,5/1/2022,214-528-5656,Mary.Hill@outlook.com,Mary,Hill,Copper Kettle Farm LLC,7/13/2016,MA,3210 Hancock Rd / Rte 43,Produce,Fruits,68931,8.99,35,Snack,Campaign 3,0,1976,Graduation,Single,75825,0,12/10/2012,0,1,0
Dorothy,Wardle,79,Bronze,3,credit card,4/27/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/1/2022,4/30/2022,76110,302,5/2/2022,851-266-8749,Vincent.Krueger@gmail.com,Vincent,Krueger,High Springs Orchard Bakery LLC,10/3/2014,MA,495 Chicopee Row,Produce,Fruits,68931,8.99,16,Dinner,Campaign 4,1,1976,2n Cycle,Together,26326,0,4/9/2013,1,0,4
Ann,Chong,80,Silver,2,venmo,3/31/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/4/2022,4/3/2022,33170,170,4/5/2022,331-988-6536,Nichole.Olsen@yahoo.com,Nichole,Olsen,Rainbow Farms,10/26/2014,TX,251 Lost Oak,Beverage,Wine,68942,15.69,49,Drink,Campaign 5,1,1965,Graduation,Together,56046,0,2/1/2013,0,0,2
Clay,Rozendal,81,Bronze,3,venmo,4/20/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/24/2022,4/23/2022,10003,475,4/25/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Mackintosh Fruit Farm,8/23/2014,NH,1266 Upper City Road,Produce,Meats,69752,5.67,11,Lunch,Campaign 1,0,1985,Graduation,Single,29760,1,29-08-2012,0,0,1
Carlos,Daly,82,Bronze,3,check,5/16/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/20/2022,5/19/2022,10003,99,5/21/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Produce,Fruits,68931,8.99,15,Dinner,Campaign 4,1,1969,Graduation,Married,26304,1,23-06-2013,0,0,2
Cari,Schnelling,83,Gold,1,check,3/13/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/17/2022,3/16/2022,33170,182,3/18/2022,405-437-1466,Brynne.Giles@gmail.com,Brynne,Giles,Fruit Ridge Hayrides LLC,4/4/2015,WA,1146 NE Madison Rd,Beverage,Wine,68942,15.69,46,Breakfast,Campaign 5,1,1973,2n Cycle,Married,23559,1,3/7/2013,0,0,3
Joy,Bell,84,Silver,2,cash,1/10/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,1/14/2022,1/13/2022,33170,37,1/15/2022,851-266-8749,Vincent.Krueger@gmail.com,Vincent,Krueger,High Springs Orchard Bakery LLC,10/3/2014,MA,495 Chicopee Row,Beverage,Wine,68942,15.69,46,Lunch,Campaign 1,0,1963,Master,Together,38620,0,11/5/2013,0,0,1
Chad,Cunningham,85,Gold,1,check,2/28/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/4/2022,3/3/2022,76110,209,3/5/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Beverage,Wine,68942,15.69,33,Drink,Campaign 5,1,1987,Graduation,Divorced,81361,0,25-02-2014,0,0,1
Bryan,Mills,86,Silver,2,check,4/18/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/22/2022,4/21/2022,60625,289,4/23/2022,686-216-7591,Dennis.Meyer@mail.com,Dennis,Meyer,MAWS Farm,7/28/2014,WA,1209 Pecks Canyon Road,Non Perishables,Sweet,68059,3.89,12,Drink,Campaign 1,0,1960,Graduation,Married,29440,2,11/8/2013,0,0,1
Adrian,Hane,87,Bronze,3,check,5/22/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/26/2022,5/25/2022,10003,388,5/27/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Fish,69000,10.99,40,Drink,Campaign 3,1,1970,Master,Married,36138,2,16-07-2013,0,0,1
Rick,Reed,88,Gold,1,credit card,7/1/2022,3720 Vision Dr,TX,76109,682-316-8040,Pending,NULL,7/4/2022,76110,14,7/6/2022,802-065-0912,Natalie.Mcfadden@outlook.com,Natalie,Mcfadden,Richardson Farm,8/28/2014,WI,S387 Korthals Ln.,Beverage,Wine,68942,15.69,34,Drink,Campaign 2,1,1957,Graduation,Single,50388,1,28-05-2014,0,0,5
Heather,Kirkland,89,Gold,1,check,2/28/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/4/2022,3/3/2022,76110,12,3/5/2022,851-266-8749,Vincent.Krueger@gmail.com,Vincent,Krueger,High Springs Orchard Bakery LLC,10/3/2014,MA,495 Chicopee Row,Beverage,Wine,68942,15.69,46,Snack,Campaign 4,0,1973,Graduation,Married,79593,0,12/5/2014,0,1,4
Fred,Wasserman,90,Gold,1,credit card,5/6/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/10/2022,5/9/2022,10003,96,5/11/2022,214-528-5656,Mary.Hill@outlook.com,Mary,Hill,Copper Kettle Farm LLC,7/13/2016,MA,3210 Hancock Rd / Rte 43,Produce,Meats,69752,5.67,34,Breakfast,Campaign 5,1,1967,Graduation,Together,54178,1,21-01-2014,0,0,1
Claudia,Miner,91,Bronze,3,debit card,2/2/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/6/2022,2/5/2022,76110,440,2/7/2022,817-743-2573,Oprah.Delacruz@inbox.com,Oprah,Delacruz,L&A Family Farms,7/23/2014,WA,PO Box 186,Beverage,Wine,68942,15.69,16,Breakfast,Campaign 2,1,1957,PhD,Married,,3,19-11-2012,0,0,1
Jack,Lebron,92,Bronze,3,credit card,4/1/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,4/5/2022,4/4/2022,10003,12,4/6/2022,903-987-8861,Douglas.Smith@outlook.com,Douglas,Smith,Pomonok Community-Run Farmers Market,5/28/2016,CO,3424 E. Douglas Road,Produce,Meats,69752,5.67,37,Breakfast,Campaign 5,0,1957,Graduation,Single,,2,27-05-2014,0,0,2
Julia,West,93,Bronze,3,cash,2/25/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/1/2022,2/28/2022,33170,483,3/2/2022,506-956-0578,Mary.Frank@inbox.com,Mary,Frank,Food Pride Market,7/27/2014,WI,8079 Maurer Road,Produce,Fish,69000,10.99,45,Lunch,Campaign 2,1,1973,Master,Together,,0,23-11-2013,0,0,2
Eugene,Barchas,94,Bronze,3,cash,7/18/2022,7930 SW 104th St,FL,33156,305-969-5800,Pending,NULL,7/21/2022,33170,161,7/23/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fish,69000,10.99,35,Drink,Campaign 4,0,1972,Master,Single,42394,1,23-03-2014,0,0,1
Carl,Ludwig,95,Bronze,3,check,3/13/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,3/17/2022,3/16/2022,10003,162,3/18/2022,706-608-2739,Gregory.Rodriguez@gmail.com,Gregory,Rodriguez,McGolrick Park's Down to Earth Farmers Market,7/26/2014,VA,16923 Genito Rd.,Produce,Fish,69000,10.99,31,Lunch,Campaign 5,0,1970,PhD,Married,23626,1,24-05-2014,0,0,5
Julia,West,96,Bronze,3,check,1/10/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,1/14/2022,1/13/2022,60625,157,1/15/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Meats,69752,5.67,21,Breakfast,Campaign 3,1,1983,Graduation,Married,30096,1,22-05-2014,0,0,2
Mike,Pelletier,97,Gold,1,cash,2/12/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,2/16/2022,2/15/2022,60625,246,2/17/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Bronkberry Farms,7/29/2014,TN,1442 Globe Road,Produce,Meats,69752,5.67,28,Drink,Campaign 5,0,1960,Graduation,Widow,47916,1,22-11-2012,0,0,1
Charles,Mccrossin,98,Gold,1,check,3/11/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/15/2022,3/14/2022,33170,287,3/16/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Produce,Fruits,68931,8.99,13,Breakfast,Campaign 5,0,1972,Graduation,Divorced,51813,2,11/4/2013,0,0,5
Annie,Cyprus,99,Silver,2,venmo,4/27/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,5/1/2022,4/30/2022,10003,293,5/2/2022,779-277-3780,Grace.Sanchez@outlook.com,Grace,Sanchez,Baumhoefeners Red Barn Market,11/8/2014,NC,6709 Liberty Road,Produce,Meats,69752,5.67,34,Drink,Campaign 3,1,1951,2n Cycle,Married,78497,0,1/12/2013,0,1,1
Michelle,Lonsdale,100,Silver,2,check,6/22/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/26/2022,6/25/2022,76110,179,6/27/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Beverage,Wine,68942,15.69,24,Breakfast,Campaign 5,1,1983,PhD,Married,50150,0,20-06-2013,0,0,1
Charlotte,Melton,101,Gold,1,check,7/2/2022,7930 SW 104th St,FL,33156,305-969-5800,Out For Delivery,NULL,7/5/2022,33170,13,7/7/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Fish,69000,10.99,34,Dinner,Campaign 5,0,1960,2n Cycle,Single,47823,1,23-07-2013,0,0,2
Barry,French,102,Bronze,3,cash,3/28/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,4/1/2022,3/31/2022,33170,81,4/2/2022,585-743-3074,Cassandra.Jensen@gmail.com,Cassandra,Jensen,Oasis Garden Center,3/19/2015,MD,13433 Ocean Gateway (US Route 50),Produce,Fish,69000,10.99,40,Snack,Campaign 3,1,1959,PhD,Single,34554,1,30-03-2014,0,0,2
Henry,Goldwyn,103,Gold,1,cash,6/23/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,6/27/2022,6/26/2022,76110,361,6/28/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Briers Simmental Ranch,7/26/2014,WI,W853 County Road B,Non Perishables,Sweet,68059,3.89,16,Drink,Campaign 4,0,1979,Graduation,Together,85693,1,20-04-2013,0,0,2
Roy,Skaria,104,Gold,1,check,2/12/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/16/2022,2/15/2022,10003,475,2/17/2022,556-914-0518,Kellie.Farmer@outlook.com,Kellie,Farmer,Green Oak Farmers and Community Market,11/8/2014,VT,15 Higley Hill,Non Perishables,Sweet,68059,3.89,41,Dinner,Campaign 3,1,1945,PhD,Married,65846,0,17-05-2013,0,0,2
Jeremy,Lonsdale,105,Gold,1,credit card,4/5/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,4/9/2022,4/8/2022,60625,33,4/10/2022,367-246-5176,Kay.Sandoval@outlook.com,Kay,Sandoval,All Seasons Orchard,10/7/2015,AR,5909 Elm Springs Road,Non Perishables,Sweet,68059,3.89,10,Drink,Campaign 4,1,1959,Graduation,Married,87195,0,8/5/2014,0,0,1
Carlos,Daly,106,Bronze,3,check,3/28/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,4/1/2022,3/31/2022,76110,352,4/2/2022,706-608-2739,Gregory.Rodriguez@gmail.com,Gregory,Rodriguez,McGolrick Park's Down to Earth Farmers Market,7/26/2014,VA,16923 Genito Rd.,Produce,Fruits,68931,8.99,47,Dinner,Campaign 5,1,1979,Basic,Together,24594,1,10/12/2013,0,0,2
Cindy,Schnelling,107,Gold,1,check,3/13/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,3/17/2022,3/16/2022,90020,399,3/18/2022,551-153-6006,Brenda.Jordan@mail.com,Brenda,Jordan,"Green Acres produce, LLC",9/16/2014,NJ,1250 Lacey Road,Beverage,Wine,68942,15.69,16,Dinner,Campaign 1,0,1964,Graduation,Married,49096,2,24-09-2013,0,0,1
Susan,Vittorini,108,Gold,1,venmo,2/20/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,2/24/2022,2/23/2022,76110,56,2/25/2022,331-988-6536,Nichole.Olsen@yahoo.com,Nichole,Olsen,Rainbow Farms,10/26/2014,TX,251 Lost Oak,Produce,Fish,69000,10.99,20,Snack,Campaign 2,0,1969,Graduation,Married,52413,2,2/2/2013,0,0,4
Toby,Braunhardt,109,Gold,1,debit card,1/31/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/4/2022,2/3/2022,10003,11,2/5/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,RB Pop Up Farm Stand,7/17/2016,NY,3275 Cold Springs Road,Produce,Fish,69000,10.99,36,Breakfast,Campaign 5,0,1978,Graduation,Single,38557,1,19-12-2012,0,0,4
Julia,West,110,Bronze,3,check,2/28/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,3/4/2022,3/3/2022,76110,32,3/5/2022,688-039-4206,Dacey.Walters@outlook.com,Dacey,Walters,Hattie Carthan Community Farmers Market,12/23/2017,OH,6615 Peters Rd,Beverage,Wine,68942,15.69,24,Snack,Campaign 2,1,1960,Master,Married,89058,0,7/12/2012,0,0,2
Susan,Vittorini,111,Gold,1,debit card,2/19/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,2/23/2022,2/22/2022,10003,260,2/24/2022,303-662-8628,Megan.Todd@outlook.com,Megan,Todd,Jaybird Farms,9/16/2014,OR,15801 sw roy rogers road,Beverage,Wine,68942,15.69,26,Dinner,Campaign 4,1,1979,Graduation,Together,77298,1,2/11/2013,0,0,4
Mike,Pelletier,112,Gold,1,check,1/22/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,1/26/2022,1/25/2022,33170,51,1/27/2022,255-592-5290,Gillian.Maldonado@outlook.com,Gillian,Maldonado,Adams Farms,7/27/2014,VA,1876 Brooksfield Rd,Non Perishables,Sweet,68059,3.89,36,Lunch,Campaign 1,1,1991,PhD,Single,68126,0,10/11/2012,0,0,1
Neola,Schneider,113,Bronze,3,credit card,3/15/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,3/19/2022,3/18/2022,33170,226,3/20/2022,487-492-4340,Dennis.Smith@gmail.com,Dennis,Smith,King Cole Foods,7/27/2014,VA,2122 Sheep Creek Road,Beverage,Wine,68942,15.69,30,Drink,Campaign 4,0,1963,Master,Together,57288,1,25-06-2014,0,0,2
Cari,Schnelling,114,Gold,1,credit card,2/20/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,2/24/2022,2/23/2022,90020,399,2/25/2022,968-978-4135,Stacy.Mckinney@inbox.com,Stacy,Mckinney,Allison Family Farm LLC.,7/5/2016,NY,810 Broadway Rt. 9W,Non Perishables,Sweet,68059,3.89,24,Dinner,Campaign 3,1,1991,Graduation,Single,86037,0,2/1/2013,0,0,3
Andrew,Gjertsen,115,Bronze,3,credit card,4/27/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/1/2022,4/30/2022,90020,270,5/2/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Non Perishables,Sweet,68059,3.89,50,Lunch,Campaign 2,0,1980,PhD,Married,43974,1,12/12/2012,0,0,5
Ralph,Arnett,116,Bronze,3,credit card,5/2/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/6/2022,5/5/2022,33170,445,5/7/2022,851-266-8749,Vincent.Krueger@gmail.com,Vincent,Krueger,High Springs Orchard Bakery LLC,10/3/2014,MA,495 Chicopee Row,Produce,Meats,69752,5.67,43,Lunch,Campaign 5,1,1962,Graduation,Single,50785,2,10/9/2013,0,0,3
Bryan,Mills,117,Silver,2,credit card,5/20/2022,5118 S Lake Park Ave,IL,60615,773-819-1600,Delivered,5/24/2022,5/23/2022,60625,109,5/25/2022,478-573-2416,Orli.Hendricks@outlook.com,Orli,Hendricks,Cypress Cattle and Produce,4/21/2015,KS,1692 18th Road,Produce,Meats,69752,5.67,12,Breakfast,Campaign 4,1,1970,Graduation,Married,90765,0,24-01-2014,0,0,1
Grant,Carroll,118,Bronze,3,credit card,5/19/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,5/23/2022,5/22/2022,33170,384,5/24/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Produce,Meats,69752,5.67,49,Lunch,Campaign 2,1,1978,2n Cycle,Married,36550,1,19-02-2013,0,0,3
Julia,West,119,Bronze,3,credit card,7/18/2022,3720 Vision Dr,TX,76109,682-316-8040,Pending,NULL,7/21/2022,76110,402,7/23/2022,625-614-0118,Irene.Luna@inbox.com,Irene,Luna,"Aeyles Farm, LLC",8/7/2014,WA,13701 NE 171st Street,Non Perishables,Sweet,68059,3.89,28,Lunch,Campaign 5,1,1967,2n Cycle,Together,30753,2,11/7/2013,0,0,2
Muhammed,Macintyre,120,Bronze,3,credit card,5/22/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/26/2022,5/25/2022,90020,243,5/27/2022,542-843-5089,Cally.Holloway@gmail.com,Cally,Holloway,Cow-U-Met Farm,9/6/2014,CA,10600 Highland Springs Ave.,Produce,Meats,69752,5.67,16,Drink,Campaign 3,1,1969,Graduation,Together,21918,1,14-11-2013,0,1,3
Susan,Vittorini,121,Gold,1,credit card,5/12/2022,3720 Vision Dr,TX,76109,682-316-8040,Delivered,5/16/2022,5/15/2022,76110,201,5/17/2022,466-690-5166,Alice.Smith@outlook.com,Alice,Smith,Northfork Ranch,3/22/2015,NH,150 Arbutus Hill Rd,Beverage,Wine,68942,15.69,41,Lunch,Campaign 5,1,1953,Master,Together,56129,1,20-06-2013,0,0,4
Sylvia,Foulston,122,Bronze,3,credit card,6/26/2022,4 Union Square S,NY,10003,212-673-5388,Delivered,6/30/2022,6/29/2022,10003,106,7/1/2022,214-528-5656,Mary.Hill@outlook.com,Mary,Hill,Copper Kettle Farm LLC,7/13/2016,MA,3210 Hancock Rd / Rte 43,Produce,Fruits,68931,8.99,17,Snack,Campaign 1,0,1967,Master,Single,32557,1,24-02-2014,0,0,1
Doug,Bickford,123,Bronze,3,credit card,7/19/2022,7930 SW 104th St,FL,33156,305-969-5800,In Transit,NULL,7/22/2022,33170,153,7/24/2022,656-759-1207,Lucy.Mcknight@inbox.com,Lucy,Mcknight,Charlie's Apples at Windy Hill Apple Farm,3/25/2015,NC,3390 John Adams Road,Non Perishables,Sweet,68059,3.89,50,Dinner,Campaign 3,0,1985,Master,Married,19510,2,4/9/2013,0,0,3
Dorothy,Badders,124,Bronze,3,credit card,6/5/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/9/2022,6/8/2022,33170,180,6/10/2022,280-292-5980,Amy.Lindsay@outlook.com,Amy,Lindsay,"Owen Farm Tours, LLC",9/11/2014,IN,10262 S 800 E,Produce,Fruits,68931,8.99,30,Dinner,Campaign 2,1,1976,Graduation,Divorced,30992,1,22-04-2013,0,0,4
Henry,Goldwyn,125,Gold,1,credit card,7/3/2022,4 Union Square S,NY,10003,212-673-5388,In Transit,NULL,7/6/2022,10003,64,7/8/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Briers Simmental Ranch,7/26/2014,WI,W853 County Road B,Produce,Meats,69752,5.67,30,Lunch,Campaign 1,0,1983,Graduation,Single,101970,0,12/3/2013,0,0,2
Chad,Cunningham,126,Gold,1,credit card,6/7/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,6/11/2022,6/10/2022,33170,459,6/12/2022,440-604-6440,Johnny.Smith@yahoo.com,Johnny,Smith,Family Foods Superstore,8/23/2014,IN,9240 n co rd 30 w,Non Perishables,Sweet,68059,3.89,25,Snack,Campaign 5,0,1965,2n Cycle,Together,71488,0,18-02-2013,0,0,1
Beth,Thompson,127,Bronze,3,credit card,2/20/2022,7930 SW 104th St,FL,33156,305-969-5800,Delivered,2/24/2022,2/23/2022,33170,65,2/25/2022,697-948-0097,Constance.Terrell@gmail.com,Constance,Terrell,The Lucky Dog Farm Store and Cafe,8/27/2014,GA,596 Crump Creek Rd,Beverage,Wine,68942,15.69,17,Drink,Campaign 3,0,1984,Graduation,Single,79607,0,21-04-2013,0,0,0
Andrew,Gjertsen,128,Bronze,3,credit card,7/9/2022,7930 SW 104th St,FL,33156,305-969-5800,Pending,NULL,7/12/2022,33170,315,7/14/2022,476-925-9180,Kyle.Smith@mail.com,Kyle,Smith,Bee Sweet Berry Farm,8/20/2014,OH,7285 County Road 183,Non Perishables,Sweet,68059,3.89,10,Snack,Campaign 1,1,1953,Master,Married,54348,2,8/6/2014,0,0,5
Michelle,Lonsdale,129,Silver,2,credit card,5/2/2022,788 S Grand Ave,CA,90017,213-873-4745,Delivered,5/6/2022,5/5/2022,90020,175,5/7/2022,455-025-7864,Mary.Smith@outlook.com,Mary,Smith,Enviro Worm Gardening,9/16/2014,MA,33 Bartlett Farm Road,Beverage,Wine,68942,15.69,49,Breakfast,Campaign 5,0,1961,PhD,Married,,1,11/7/2013,0,0,1
